Item,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
MP800116 - FOSFATO DE AMONIO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800231 - MIGA DE GALLETA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800079 - FRAMBUESA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800131 - CARRAGENINA -  - GPS - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
VM020022 - PANELA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800133 - PECTINA MEDIUM RAPID SET -  -  - - gr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP800134 - PULPA ASEPTICA DE GUAYABA -  -  - MP800134 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060008 - BARBACOA LIQUIDA -  -  - MP060008 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP050041 - MEZCLA O2 20% BALANCE N2. -  -  - VOLUME M3(31SCF) - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062175 - SALSA ROSADA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060135 - SALMUERA GRIFFITH TEXAS -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062123 - CONDIMENTO BATTER K109 - GRIFFITH -  - 103107300 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060136 - APANADO FINO BK-640-086 -  -  - MP060136 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060134 - SIROPE CARAMELO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060137 - SAZONADOR FRITADA POLLO TROPIC -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062191 - PREMEZCLA G -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060138 - BATIDO POLLO 5135 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060052 - SALSA D/FRUTAS MANGO MARACUYA -  - 150g. - 688538 702 - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060139 - APANADO NUGGETS 4787 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062131 - TOMATE EN POLVO -  -  - 3MF17188 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060140 - APANADO CHISPAS 5 COLORES -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062147 - PASTA PARA LASAGNA -  - 140x96 - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060141 - COND-ADOBO-PINCHO 5190 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062167 - CONSERVANTE CITROSAN -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP050018 - GLACEADO FIRMENICH -  -  - MP050018 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062183 - ATUN EN AGUA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
AGUA-HIELO - AGUA Y HIELO -  -  - AGUA-HIELO - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP062199 - CONDIMENTO TOCINO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP050019 - DRIED BEEF PLASMA B6302 -  -  - MP050019 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062111 - APIO CUBITOS -  - KG - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060145 - COND.PAPA JOHNS CHICKEN MARINA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062119 - PURE DE AJI HABANERO NARANJA -  -  - 230309 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060149 - MIGA DE PAN DORADO -  -  - - kg,"1,512.51","1,512.51","1,512.51","1,512.51","1,512.51","1,512.51","1,512.51","1,512.51",0.00,0.00,0.00,
MP062127 - MAZCLA P/SABORIZAR MINI HAMB -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060151 - CONDIMENTO AMAPOLA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062135 - SABOR NARANJILLA -  -  - 544363/C - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060152 - BATTER PRONACA #1 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062143 - ALMIDON KOLGUARD -  -  - MP062143 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060129 - OLEORESINA COND. PEPPERONI -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060019 - COND-CAMP-611-186 -  -  - FT-A72 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060071 - PROTEINA ARCOM SM -  - M112 - FT-A3 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP062163 - CONDIMENTO -  -  - B1446 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060157 - SALSA DE TOMATE C/GELATINA -  - kg - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060088 - TOPPING PORK PIZZA HUT -  -  - MP060088 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060158 - CONDIMENTO CAMARON -  - kg - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062179 - PAN NEGRO -  -  - . - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060162 - BREADING BK SOUTHEAST -  - kg - 23501A2 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062187 - QUESEO CHEDDAR -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060163 - MARINADE4 BK SOUTHEAST -  - kg - 23499A2 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062195 - ABLANDADOR DE CARNE -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060164 - PALMITO MP -  - kg - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062203 - COLORANTE TURMERIC -  -  - 900 WSP - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060165 - PRESERVANTE INBAC-ADL -  - kg - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062109 - TOMATE TAZONAZO CUBITOS -  - KG - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP050044 - TABULOSE SC611 -  -  - MP050044 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062113 - PIIENTO ROJO CUBITOS -  - KG - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060167 - SALSA CARIBBEAN100 G 688-174 -  - kg - - un,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062117 - PURE DE AJI HABANERO VERDE -  -  - 220309 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060168 - SALSA BBQ GRIFFITH -  - kg - COLOMBIA - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062121 - CONDIMENTO MILK WASH - GRIFFITH -  - 103107400 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060169 - MIGA ECO. ESPECIAL -  - kg - COLOMBIA - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062125 - SABOR A TOMATE -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060040 - LIMON SOLUBLE -  -  - FT-A55 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062129 - PIMIENTO EN POLVO -  -  - 3MF25362 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060174 - QUESO MOZZARELA -  - kg - COLOMBIA - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062133 - SABOR PORK FIRMENICH FP -  -  - 54224 1CB - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060175 - APANADO NUGGETS 2-MIGA BLANCA -  - kg - COLOMBIA - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062137 - APANADO POLLO BROSTER -  -  - 640-127 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062000 - CONDIMENTO BEEF DOMINOS -  - kg - COLOMBIA - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062141 - PASTA DE MORA - ORANGINE -  - MP062141 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060112 - GRIFFITH MARINADOR # 5 -  - 655180 - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062145 - PREMEZCLA GRILL -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062002 - SAL EMBUTIDOS -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062149 - LUCTAROMA SALCHICHON -  - 25kg - ESP 81580A - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CONFRI - CONDIM.FRITADA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062153 - CITRI-FI 200FG -  -  - MP062153 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060074 - SUERO DE LECHE -  -  - FT-A64 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062161 - ENZIMA AMYLOFRESH - VERON -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062006 - CHIKEN WINGS MARINADE -  - NT 18562 - - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062165 - SABOR CARBON -  -  - 542000CB - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060003 - ACHIOTE -  -  - FT-A36 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062169 - CONDIMENTO H -  -  - 9117 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062009 - FERMENTO LACTICO LHP -  -  - - gr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060122 - CONDIMENTO N-7 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP050021 - FOSFATO TARI S-70 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062177 - PAN DE AJONJOLI -  -  - . - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
AGUA - AGUA -  -  - AGUA - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP062181 - PEPINILLOS EN VINAGRE -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062019 - GRAUND MUSTARD. -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062185 - MANZANA VERDE -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062026 - SALSA HAWAIANA/FRUTAS X 100GR -  - 100gr - - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062189 - PROTEINA CONCENT.SOYA ALPHA CX -  -  - . - kg,"109,546.87","85,541.43","48,311.10","14,960.00","1,940.73","1,252.78",335.60,0.00,0.00,0.00,0.00,
MP062027 - CEMAGEL 9422 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060123 - CONDIMENTO N-8 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060042 - NARANJA SOLUBLE -  -  - FT-A56 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060060 - U.P SALCHICHA FRITZ -  -  - FT-A86 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062029 - REDMAX B 771 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062201 - PREMEZCLA PARA PECHUGA DE PAVO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062032 - RENDMIL B622 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP050042 - MEZCLA HUMO LIQ Y ACIDO LACT. -  -  - MP050042 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062033 - PROTEINA TEXT.SOYA NATURAL -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060085 - SALCHICHA ITALIANA DOMINOS -  -  - MP060085 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HIELO - HIELO -  -  - HIELO - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP062110 - ZANAHORIA CUBITOS -  - KG - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062036 - COND.SALCHICHA ITALIANA P.H. -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP062112 - PIMIENTO VERDE CUBITOS -  - KG - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062051 - MEJORADOR TECNAS SOFT -  - 6554-01 - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062114 - MARQUETA DE HIELO -  -  - - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062052 - ACONDICIONADOR MASAS DE MAIZ -  - 1015 - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062116 - PURE DE JALAPENO VERDE -  -  - 320309 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060014 - CERVEZA -  -  - FT-A46 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062118 - PURE DE AJI ESCABACHE -  -  - 910309 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062054 - OLEORESINA TABASCO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062120 - PASTA DE POLLO CONGELADA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062055 - OLEORESINA MACE -  - NR 2114 - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062122 - CONDIMENTO SEASONED BREADING - GRIFFITH -  - 138018900 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
ML020007 - ACIDO CITRICO (USP) -  -  - IBR: MP050002 - gr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062124 - VITAMINA D -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP050017 - MARINADO FIRMENICH -  -  - MP050017 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062126 - PIMIENTO ROJO 60% (HORTANA) -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062060 - APANADO CROCANTE -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062128 - POLLO A LA PARRILLA EN POLVO -  -  - 3MF24021 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060111 - SAL GRANULOMETRIA INTERMEDIA -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062130 - APIO EN POLVO -  -  - 3MF19949 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062062 - MIGA DE PAN -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062132 - COMINO EN POLVO -  -  - 3MF09276 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062063 - ANIS ESTRELLADO MOLIDO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062134 - SABOR CHIKEN FLAVOR FIRMENICH -  -  - 541210 CBC0 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062064 - APANADO DORADO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062136 - PURITY 550 -  -  - MP062136 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062065 - CAP COLOR WHITE -  -  - - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062138 - BATIDO POLLO BROSTER -  -  - 645-005 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060016 - COCA COLA -  -  - FT-A48 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062140 - COLORANTE NAT BLANCO -  -  - CO-699242 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060078 - ACEITE VEGETAL -  - kg - COLOMBIA - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062142 - APANADO MIGA DE PAN TOSTADO -  -  - MP062142 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060115 - MARINADOR BK NO.5 -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062144 - PREMEZCLA BOURBON -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP050027 - LIQUIDO ABLANDADOR D/CUERO - ADITBLAN - kilo - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP050035 - SABOR T/BACON -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062070 - HAPPY BOOTER -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062148 - PASTA PARA LASAGNA -  - 240x160 - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP050028 - NITRATO SODIO -  - kg - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062150 - LUCTAROMA CARNE ASADA -  - 25kg - 85088A - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062072 - GRANOS SEMILLA MOSTAZA -  - 5500 - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062152 - GLICERINA USP -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060020 - COND-CAMP-611-187 -  -  - FT-A73 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062154 - CREMA DE LECHE 35% T-VERDE -  -  - . - kg,10.76,21.17,97.38,5.36,14.02,77.61,5.36,5.73,7.28,191.52,204.00,0.00
MP060131 - PROTEINA MAXTEN E100C - MAXTEN - E-100C - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060056 - COND BARBACOA -  -  - FT-A62 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062076 - GRINDSTED LGB (DANISCO) -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062158 - MEZCLA PARA PURE EN POLVO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
ME800209 - CHAMPINION FRESCO LAMINADO -  - KG - . - kg,0.85,1.70,911.60,0.00,0.00,0.00,911.60,0.00,0.00,0.00,0.00,
MP062160 - LECITINA DE SOYA GE-X - SOLEC -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062078 - ALMIDON MODIFICADO FIRMTEX -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062162 - BARIDO APANADO AL NATURAL -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062079 - PRO-FIT/CARRAGENINA - WIBERG -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062164 - GELMAXI -  -  - B1975 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062080 - CILANTRO NATURAL - C/M -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062166 - CONDIMENTO HAMBURGER -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062081 - LIMON SUTIL - C/M -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062168 - PREMEZCLA 5 -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062082 - NARANJA NACIONAL - C/M -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062170 - PREMEZCLA 6 -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062083 - NARANJA CITRONOVA (EXTRACTO) - C/M -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
AGUA2 - AGUA2 -  -  - AGUA2 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP060047 - PIMIENTA BLANCA (PEPA) -  -  - FT-A63 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062174 - SALSA DE AJO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060116 - BATTER BK -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062176 - SALSA MIEL Y MOSTAZA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062086 - SABOR CANELA -  - CS-8614 - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062178 - PAN P/HOT DOG -  -  - . - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062087 - CEBOLLA NOVAROM -  - CS-9350 - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062180 - PAN SANDWITCH CUBANO -  -  - . - uni,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060018 - COND-ADOBO -  -  - FT-A78 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062182 - MANTEQUILLA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
AGUA1 - AGUA1 -  -  - AGUA1 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MP062184 - APIO -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP060105 - MAC-ALITAS -  -  - MP060105 - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062186 - TORTILLA DE HARINA -  -  - . - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
MP062091 - MARINADOR POLLO ASADERO -  -  - - kg,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
